127.0.0.1 - - [01/Aug/2026 14:33:43] "GET /test_backend.html?cb=1785594823 HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/validators/memberValidator.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/repositories/branchRepository.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/validators/relationshipValidator.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/repositories/relationshipRepository.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/repositories/auditLogRepository.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/repositories/familyRepository.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/repositories/timelineRepository.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/repositories/documentRepository.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/repositories/mediaRepository.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/services/relationshipService.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/services/memberService.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/services/branchService.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/genealogy/relationshipEngine.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/services/timelineService.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/services/mediaService.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/services/documentService.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/services/eventBus.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/firebase/permissions.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /config.cloudinary.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/cloudinary/cloudinary.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/cloudinary/uploadService.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/cloudinary/imageService.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/cloudinary/mediaValidator.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/cloudinary/documentService.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/cloudinary/mediaManager.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/firebase/firebase.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/firebase/auth.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/genealogy/relationshipCache.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/services/errors.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/genealogy/familyGraph.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/genealogy/lineage.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/genealogy/relationshipCalculator.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/firebase/config.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:44] "GET /js/db.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:56] "GET /register.html HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:56] "GET /css/styles.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:56] "GET /LawalNG1.png HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:57] "GET /js/firebase/auth.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:57] "GET /js/db.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Aug/2026 14:33:57] "GET /js/firebase/firebase.js HTTP/1.1" 200 -
